en,zu,source
"He was delivering aid to Donbass during the war there, and drove up to a Ukrainian checkpoint by accident.","Wayehambisa usizo kuDonbass ngesikhathi sempi lapho, futhi waqhubekela endaweni yokuhlola yase-Ukraine ngephutha.",News Crawl 2019
"Yes, this requires you to have extra food on hand, but if you are evacuated, you won't have time to replenish stores.","Yebo, lokhu kudinga ukuthi ube nokudla okwanele, kepha uma ufudukiswa, ngeke ube nesikhathi sokugcwalisa izitolo.",News Crawl 2019
"It's recommended hikers have good general fitness, as the trek is difficult.","Kunconywa ukuthi abaqoli bezintaba babe namandla anele, njengoba lolu hambo lunzima.",News Crawl 2019
"But with regards to the build-up, the preparation, the travel and everything, I thought it was all spot on.","Kepha maqondana nokwakhiwa, ukuhlela, ukuhamba nakho konke, ngicabanga ukuthi konke kuhamba kahle.",News Crawl 2019
"Mike Russell said there has been a ""huge change"" in the EU's attitude towards Scotland, where 62% of people voted remain in the 2016 referendum.","UMike Russell uthe kube ""noguquko olukhulu"" esimweni se-EU mayelana neScotland, lapho abantu abangama-62% bavotela ukuhlala kwinhlolovo yonyaka we-2016.",News Crawl 2019
He was not allowed to access the internet and his offline use of computers was restricted to business hours on weekdays at his lawyer's office.,Wayengavunyelwe ukungena kuyi-inthanethi futhi ukusebenzisa kwakhe amakhompyutha angaxhunyiwe kuyi-inthanethi kwakubekelwe umgomo othile  ngezikhathi zebhizinisi phakathi nezinsuku ehhovisi lommeli wakhe.,News Crawl 2019
So the American people deserve to have a president who learns the right lessons from our mistakes as well as our successes.,Ngakho-ke abantu baseMelika bafanele ukuba nomongameli ofunda izifundo ezifanele emaphutheni ethu kanye nasekuphumeleleni kwethu.,News Crawl 2019
They inspired us to take a leap of faith and start a new and exciting life here in France and we'll always be grateful to them for that.',Basigqugquzele ukuthi sithathe ukholo siqale impilo entsha nejabulisayo lapha eFulansi  futhi sizohlala sibabonga ngalokho.',News Crawl 2019
They're a great club.,Bayiqembu elikhulu.,News Crawl 2019
"Here's what the national media are saying about the Seahawks"" wild Monday Night Football win over San Francisco","Nakhu abezindaba bakazwelonke abakushoyo ngama-Seahawks "" ngokuwinwa Kwebhola ngoMsombuluko Ebusuku eSan Francisco",News Crawl 2019
"""I'm very grateful for the personal support I have been getting,"" and argues the constitutional question is not uppermost in voters mind.","""Ngibonga kakhulu uxhaso engilokhu ngiluthola,"" futhi uthi lo mbuzo womthethosisekelo awubalulekile kakhulu kubavoti.",News Crawl 2019
Other agencies were: the EFCC with N12 million.,Ezinye izinhlaka bekuyi: i-EFCC enezigidi ezingama-N12.,News Crawl 2019
"In July 2017, shortly after joining the board, Veres told Rodriguez that he was concerned about ""trustee ethics, potential corruption and public perception"" involving Svonkin. He said he believed Svonkin was rushing the bid process to favor companies that had given him nearly $20,000 in campaign contributions just before and after the request for proposals was issued, according to an email provided to The Times by Veres.","NgoJulayi onyakeni we-2017, ngemuva nje kokujoyina leli bhodi, uVeres watshela uRodriguez ukuthi ukhathazekile ""ngezindlela zokuziphatha kwabaphathi ababekiweyo, inkohlakalo kanye nombono womphakathi "" okubandakanya uSvonkin. Uthe ukholwa wukuthi uSvonkin uphuthumisa uhlelo lokubhida ukuze avune izinkampani ezimnike imali ecishe ibe ngama- $ 20 000 emikhankasweni yomkhankaso ngaphambi nangemuva kokukhishwa kwesicelo, ngokusho kwe-imeyili enikezwe iThe Times yiVeres.",News Crawl 2019
IUC Minutes,Amaminithi e-IUC.,News Crawl 2019
"Now, both the women on the streets and the sex buyers themselves are getting younger.","Manje, bobabili abesifazane abasemigwaqweni nabaqwayizi baya ngokuya beba bancane.",News Crawl 2019
"NEW YORK (CBSNewYork) - Police are looking for a woman who they say flew into a rage after being told an eatery had run out of beef patties, and responded by using a baseball bat to smash the restaurant's front windows.","ENEW YORK (CBSNewYork) - Amaphoyisa athungatha owesifazane athi uvutha amalangabi ngemuva kokutshelwa ukuthi indawo yokudlela iphelelwe ngamaphethi ayinyama yenkomo, waphendula esebenzisa induku yebhola lomphebezo  ukushaya amawindi angaphambili kule ndawo yokudlela.",News Crawl 2019
"""They pulled us aside and said we had no choice in the matter: We were their guests,"" Mohammed, a Saudi national, says with a laugh.","""Basidonsele eceleni bathi asinakho ukuzikhethela kulolu daba: Besiyizimenywa zabo,"" kusho uMohammed, odabuka eSaudi, ehleka.",News Crawl 2019
Prime Minister Boris Johnson loads a crate into a delivery van during a visit to Greenside Farm Business Park in Leeds,UNdunankulu uBoris Johnson walayisha ikesi evenini ethutha izimpahla ngesikhathi evakashele eGreenside Farm Business Park eLeeds,News Crawl 2019
"Ukraine protested Apple's cave-in to Russia, with its foreign minister, Vadym Prystaiko, writing on Twitter that the company should ""stick to high-tech and entertainment"" and stay out of politics.","I-Ukraine ibhikishele umgede we-Apple oya eRussia, noNgqongqoshe wayo wezangaPhandle, uVadym Prystaiko, ebhala kuTwitha ukuthi le nkampani kufanele ""inamathele kwezobuchwepheshe obuphezulu nasekuzijabuliseni"" futhi ingangeni kwezepolitiki.",News Crawl 2019
"The couple moved into a home in upmarket village Hersham in Surrey, but are now believed to have split up and moved out.","Lezi zithandani zathuthela ekhaya elisendaweni ephezulu eHersham eSurrey, kodwa manje kukholakala ukuthi bebehlukene base bephuma kuleyo ndawo.",News Crawl 2019
"The married father-of-one, whose wife was pregnant with their second child, staggered to his home in nearby Avondale Road and died five days later in hospital.","Ubaba womuntu oyedwa  oshadile, onkosikazi wakhe ubekhulelwe ingane yabo yesibili, wantathatheka  ukuya ekhaya bude buduze noMgwaqo i-Avondale kwathi  ngemuva kwezinsuku ezinhlanu washona esesibhedlela.",News Crawl 2019
Buddhist monk is caught on camera brutally attacking a disabled man 'because he was too rough on his son',Indela elingumBuddha libanjwe yikhamera lihlasela ngesihluku indoda ekhubazekile 'ngoba ibinolaka kuyindodana yakhe',News Crawl 2019
The sobriquet Dada - which means elder brother and supporters say shows the love and respect he commands - is now ubiquitous.,Isobrikhwathi Dada - okusho ukuthi umfowethu omdala nabasekeli bakhe ithi ikhombisa uthando nenhlonipho ayalayo - isiyatholakala yonke indawo.,News Crawl 2019
"He said the sound reminded him of the rumble and crash of the waves, and the noises of marine animals as he surfed in California.","Uthe umsindo umkhumbuza ukuduma nokuqhuma kwamagagasi, nemisindo yezilwane zasolwandle njengoba ayeshaya amagagasi eCalifornia.",News Crawl 2019
"He used shorter words and his language was less ""informationally dense.""","Usebenzise amagama amafushane futhi ulimi lwakhe beluncane ""ulwazi luningi kakhulu.""",News Crawl 2019
Sources suggest the damning report by Our Watch highlighted several cases of workplace bullying and intimidation within the Matildas set-up towards players and staff.,Imithombo iphakamisa ukuthi umbiko oqalekisayo we-Our Watch ugqamise  amacala amaningana okuxhashazwa kwabantu nokwesatshiswa ngaphakathi kwesakhiwo saseMatildas kubadlali nabasebenzi.,News Crawl 2019
More drivers are having to buy parking permits to get a space on their streets,Abashayeli abaningi kudingeka bathenge izimvume zokupaka ukuze bathole indawo yokupaka emigwaqweni yabo,News Crawl 2019
"Bill Taylor and George Kent, the first two witnesses in the House impeachment inquiry intoPresident Donald Trump's dealings in Ukraine, testified for more than five hours Wednesday in a public hearing that saw both men share new - and sometimes shocking - pieces of information.","UBill Taylor noGeorge Kent, ngofakazi ababili bokuqala ekuphenyweni kweNdlu mayelana nokusebenza kukaMongameli uDonald Trump e-Ukraine, bafakaze amahora angaphezu kwamahlanu ngoLwesithathu ekulalelweni komphakathi okwakhombisa amadoda amabili bexoxisana imininingwane emisha - futhi kwesinye isikhathi eyethusayo.",News Crawl 2019
"It doesn't feel like that because he is news. Journalists are interested in him, and Andrew Marr's interview with Farage attracted a lot more further coverage than those with Marr's other guests, Damian Hinds, the education secretary, and Jonathan Ashworth, the shadow health secretary.","Akuzwakali kanjalo ngoba uyizindaba. Izintatheli ziyamthakasela, kanti ingxoxo ka-Andrew Marr noFarage yakhanga okuningi okudingidwayo kunalezo ebezihambele ezinye izihambeli zikaMarr, uDamian Hinds, unobhala wezemfundo, noJonathan Ashworth, unobhala wezempilo ongabonakali.",News Crawl 2019
"There are 215 uses of ""Negro"" currently on maps across the US, down from more than 750 in 2011.","Kunokusetshenziswa okungama-215 kwe- ""Negro"" njengamanje emabalazweni wase-US, kwehle kusuka ngaphezu kuma-750 onyakeni we-2011.",News Crawl 2019
"It was a beautiful ride by Linda, she was rolling along early, made her intentions felt to the rest of the field, then just slowed them up nicely.","Kwaba uhambo oluhle lukaLinda, wayeginqika okwebhola evunywa isikhathi, wenza izinhloso zakhe zizwakale kuyo yonke insimu, wabuya wehlisa kancane kancane.",News Crawl 2019
Email martin.robinson@mailonline.co.uk or tips@dailymail.co.uk or call 02036151866,Thumela i-imeyili  ku - martin.robinson@mailonline.co.uk noma tips@dailymail.co.uk noma ushayele ku-02036151866,News Crawl 2019
"The Mayor of Venice Luigi Brugnaro walks on St Mark's Square during an exceptionally high water levels in Venice, Italy November 13, 2019.","IMeya yaseVenice uLuigi Brugnaro uhamba eSt Mark's Square ngesikhathi samanzi ephakeme kakhulu eVenice, e-Italy ngoNovemba 13, 2019.",News Crawl 2019
"For black people, our goal is to stay alive.",Kubantu abamnyama inhloso yethu wukuba  siphile.,News Crawl 2019
"Now THAT'S glamping! Glastonbury's poshest tent costing £25,000 for the weekend has hot tub, flushing toilets and spa treatments and is so grand that Brad Pitt and Poldark star Aidan Turner have stayed there","Manje KUYASHAYA lokho! Itende eliphakeme kakhulu laseGlastonbury elibiza izigidi ezinga- £ 25,000 ngempelasonto linobhavu oshisayo, izindlu zangasese ezisebenzisa amanzi nalapho kucobozwa khona imizimba futhi kuhle kakhulu ukuthi uBrad Pitt nompetha  wasePoldark u-Aidan Turner bahlale lapho",News Crawl 2019
"Argyll Motors"" demise followed the decision to lavish money on the construction of a new factory in Alexandria. ""It was a vast, palatial factory where they planned to build the best cars in the world,"" he adds.","U-Argyll Motors wanenezela kanjena  ""kulandele isinqumo sokushabalala  imali eshisiwe ekwakhiweni kwefektri entsha e-Alexandria."" Kwakuyimboni enkulu, enezindlu lapho babehlela ukwakha izimoto ezihamba phambili emhlabeni. """,News Crawl 2019
"Automakers have not yet taken a stance on the plan. The National Automobile Dealers Association, a trade group, backs the Trump administration.","Abakhiqizi bezimoto abakaqhamuki nalutho ngalolu hlelo. INational Automobile Dealers Association, iqembu labasebenzi, ixhasa ukuphatha kukaTrump.",News Crawl 2019
"""Also, anyone missing a wheel?""","""Futhi, ubani olahlekelwe yisondo?""",News Crawl 2019
"And will free-to-air and pay TV services be the losers?:""That assumes there will be losers.","Futhi ingabe ukusebenza ngokukhululeka nokukhokhela izinsizakalo ze-TV kuzoba wulahleko?: ""Lokho kusho ukuthi kuzoba khona abalahlekelwayo.
",News Crawl 2019
The comment came as he led a prayer at the top of a quarry that provides jobs to some 700 people.,Ukuphawula kuvele ngesikhathi ehola umkhuleko phezulu kwenkwali enikeza imisebenzi kubantu ababalelwa kuma-700.,News Crawl 2019
"Also on rt.com $37 ""Girl Power"" shirts were made by exploited Bangladeshi workers earning less than $1 an hour","Futhi ku-rt.com amahembe angama- $ 37 ""eGirl Power"" enziwa ngabasebenzi abaxhashazwayo baseBangladeshi abahola ngaphansi kuka- $ 1 ngehora",News Crawl 2019
Best Personalised Christmas Gifts in the UK 2019,Izipho ZikaKhisimusi ezihamba phambili ezenzelwe umuntu ngaMunye  e-UK ngonyaka we-2019,News Crawl 2019
"Most workshops will date, sign, record the kilometres and put their stamp in the service book each time they service the car. If the book has just been filled in with a pen, and the seller has no other documentation, the record could be fake.","Iningi lezindawo zokusebenzela lizobhala usuku, lisayine, liqophe amakhilomitha bese lifaka isitembu salo encwadini yekusevisa ngaso sonke isikhathi lapho belungisa imoto. Uma incwadi isanda kugcwaliswa ngepeni, futhi umthengisi engenayo eminye imibhalo, lelo rekhodi lingaba okungasiyilo.",News Crawl 2019
"Hearings are scheduled for Wednesday, Thursday, Sunday and Monday, but Mandelblit could delay his decision until December or even later. Even then, it could take months before his trial begins.","Ukulalelwa kwamacala kuhlelelwe uLwesithathu, uLwesine, iSonto kanye noMsombuluko, kepha uMandelblit angasibambezela isinqumo sakhe kuze kube nguDisemba noma ngemuva kwalapho. Noma kunjalo, kungathatha izinyanga ngaphambi kokuqala kwecala lakhe.",News Crawl 2019
Image copyright Getty Images Image caption The ambulance service has apologised for the delay,"Ilungelo lobunikazi besithombe sikaGetty, Isithombe sesihloko esichaza indaba , ukuseviswa kwe-ambulense isixolise ngokuba khona kokubambezeleka  ",News Crawl 2019
"Such a doctor wrote to me some years ago: ""As one who spends every working day caring for the terminally ill, I am acutely aware of the damage such a change would cause to vulnerable patients.""","Udokotela onjalo wangibhalela eminyakeni ethile eyedlule wathi: ""Njengomuntu ochitha zonke izinsuku zokusebenza enakekela abagulela ukufa, ngiyawazi kahle umonakalo ongalethwa yilolu shintsho ezigulini ezisesimweni esibucayi.""",News Crawl 2019
Winslow is the son of former San Diego Chargers tight end Kellen Winslow. The Hall of Famer was in the court room when the verdicts against his son were read.,UWinslow uyindodana yamadoda amasha wangaphambilini weSan Diego Charger uKellen Winslow. IHall of Famer yayisegumbini lasenkantolo ngesikhathi kufundwa izinqumo ezibhekiswe endodaneni yakhe.,News Crawl 2019
Additional information about NYCR can be found on its website at www.newyorkcityreit.com.,Imininingwane eyengeziwe nge-NYCR ingatholakala kuwebhusayithi yayo ku-www.newyorkcityreit.com.,News Crawl 2019
"Lori Ajax, the state's top pot regulator, said the audit recognized the agency's ability to establish a complex regulatory system ""under challenging conditions.""","ULori Ajax, ongumlawuli ophezulu  kuhulumeni, uthe lolu cwaningo lubona amandla enhlangano okusungula uhlelo oluyinkimbinkimbi lokulawula ""ngaphansi kwezimo eziyinselele.""",News Crawl 2019
