zu,en,source
Nokho umfundisi wayekuqonda kahle ukuthi uTiger wayenezinto eziningi ezingahlelekile kahle engqondweni yakhe futhi ezazisabisa kuyena umninizo okwazi ukunqamulela uma exoxa indaba.,"The pastor, however, was well aware that Tiger had many things that were not going right in his mind and that were scary to him as he was able to cut short the story when he told it.",Novel
UMasipala uzibophezele ekusebenzisaneni nabahlali kanye nabantu bamabhizinisi ukuze kunqandwe isimo lapho izindawo zingagcina zingasenamanzi.,The Municipality is committed to working with residents and business people to prevent a situation where areas end up with no water.,Newspaper
Akungabazeki ukuthi kunezinyathelo okumele zithathwe.,There is no doubt that steps need to be taken.,Newspaper
Muva nje uNxumalo uhambele izikole zokugcina ezihlomule kulesi sikhwama kulo nyaka ka-2012 njengoba sebelungiselela ukuthola izimali zokusiza abanye ngonyaka ozayo.,Nxumalo recently visited the last schools that benefited from the fund in 2012 as they prepare to receive funding to help others next year.,Newspaper
Lokhu kwenzeke mhlaka 31 Agasti.,This happened on August 31.,Newspaper
"Mayelana nolunye ulwazi ungavakashela ku:www. durban.gov.za Esephetha, uClarke uthe abantu basengakwazi ukuphakamisa imibono yabo.","For more information visit: www.durban.gov.za In conclusion, Clarke said that people could still express their views.",Newspaper
Sinxusa zonke izakhamizi zeTheku ukuthi nazo ziqale ukwenza izinto ezincane nezimqoka ngendlela efanele.,We urge all Durban residents to start doing the small and important things in the right way.,Newspaper
"Lokhu kuvulwa kwepaki kwenzeke ngokusemthethweni ngoLwesihlanu, 16/11/12.","The opening of the park took place officially on Friday, 16/11/12.",Newspaper
"Uthe uhlelo selulonke lubandakanya, phakathi kokunye imibukiso yezemfashini, imihlangano yokucobelelana ngolwazi, imincintiswano, ubumnandi kanye nokunye okuningi okubalwa kukho umcimbi wokuklomelisa.","He said the overall plan includes, among other things, fashion shows, workshops, competitions, fun and much more including the awards ceremony.",Newspaper
"Amakhophi epulani ekhombisa le ndawo ezovalwa angabonwa ehhovisi lika-Head: Real Estate, Room 1702, 17th Floor, 75 Dr.","Copies of the plan showing the area to be closed can be seen at the Head's office: Real Estate, Room 1702, 17th Floor, 75 Dr.",Newspaper
UNgqongqoshe wezokuBusa ngokuBambisana neziNdaba zoMdabu uNomusa Dube-Ncube ehalalisela iMeya yeTheku uKhansela uZandile Gumede.,Co-operative Governance and Traditional Affairs Minister Nomusa Dube-Ncube congratulates eThekwini Mayor Councilor Zandile Gumede.,Newspaper
Imisebenzi nempahla edingekayo kanye nezinombolo zezinkontileka ezihambisana nayo kubalulwe lapha ngenzansi.,The required services and assets and the corresponding contract numbers are listed below.,Newspaper
"Nginethemba lokuthi ngaphansi kweMeya yethu entsha sizobona intuthuko eThekwini. Yize kunjalo, iMeya ngeke yenze imilingo kodwa izodinga usizo losomabhizinisi, amaKhansela nomphakathi obambe iqhaza.","I hope that under our new Mayor we will see progress in eThekwini. However, the Mayor will not do magic but will need the help of business people, Councilors and the participating community.",Newspaper
"Kuzohlanganelwa ekhoneni lika- Andrew Zondo (Kingsway) Road no Almond Road, maqondana noGeorge�s Second Hand Shop, ngo-10:00.","It will be held at the corner of Andrew Zondo (Kingsway) Road and Almond Road, opposite George's Second Hand Shop, at 10:00.",Newspaper
Okunye kunohlelo lwe �Friends of the Recyclers� olwasungulwa yi-AeT nosekwenze ubudlelwano babantu abakulomkhakha wokusetshenziswa kwamakhalibhothi nalabo abakhiqiza udoti kwathuthuka.,"In addition, the Friends of the Recyclers program, launched by AeT, has improved the relationship between people in the cardboard industry and those who produce waste.",Newspaper
Umbukiso uzoqala mhlaka 31 Agasti kuya kumhlaka 3 Septhemba 2016 ngaphansi kwesiqubulo esithi �Beyond Threads�.,The exhibition will run from 31st August to 3rd September 2016 under the theme Beyond Threads.,Newspaper
Umgqungquzeli walomjaho ophinde abe ngumpathi eNand Adventures u-Ian Wilson uthe � Besifuna ukukhuthaza abantu abasha ukuthi babambe iqhaza kwezemidlalo.,The organizer of the race and Nanda Adventures manager Ian Wilson said:  “We wanted to encourage young people to participate in the sport.”,Newspaper
Uma kunezinto ezinhle esizenzayo singakujabulela kakhulu ukuthi nisisize zifinyelele emphakathini.,If there are good things we are doing we would be very happy to assist us in reaching out to the community.,Newspaper
U-Erwin obesephethe lesisikhundla iminyaka engaphezu kwemine ushiye kwa- SmartXchange muva nje ukuze ayoqala eyakhe inkampani.,"Erwin, who has held the position for more than four years, recently left SmartXchange to start his own company.",Newspaper
IPhini loMphathi Dolobha eMnyangweni weZimo eziPhuthumayo uDkt uMusa Gumede lithe lolu hlelo lubalulekile wengeza ngokuthi neminye iminyango iyalusebenzisa.,"The Deputy City Manager for the Emergency Department, Dr Musa Gumede, said the plan was important, adding that other departments were also implementing it.",Newspaper
"Le zikhathi eziluliwe ziyithuba lokuhlanganisa okufundiwe namanye amaphrojekthi kaMasipala, nokudlulisela ulwazi namakhono kwabanye abasebenzi bakaMasipala nosonkontileka abasafufusa.","These extended periods are an opportunity to integrate the lessons learned from other municipal projects, and to pass on knowledge and skills to other municipal employees and emerging contractors.",Newspaper
Yonke imibuzo: Ucingo: 031- 311 8864 (Binay Maharaj).,All inquiries: Tel: 031- 311 8864 (Binay Maharaj).,Newspaper
Kuphinde kwamenyezelwa amagama alabo abadle umhlanganiso emncintiswaneni obanjwa minyaka yonke wokubhala.,The names of the winners of the annual writing competition were also announced.,Newspaper
"Essential Requirements: �Relevant 3 year tertiary qualifi - cation, i.e.","Essential Requirements:  Relevant 3 year tertiary qualification, i.e.",Newspaper
Lo mcimbi ulandele umncintiswano obusudonse izinyanga ezimbili lapho bekuqhudelana khona abapheki abangu-48 emikhakheni yokupheka nokubhaka.,The event followed a two-month competition in which 48 chefs competed in the cooking and baking categories.,Newspaper
"Bacabanga ukuthi uNkulunkulu wadala ukuba thina sihlupheke, wadala ukuba abelungu bakhombe ngophakathi babe nazo zonke izidingo zempilo.","They think that God created us to suffer, to make white people look good and to have all the necessities of life.",Novel
Lesi yisimo esinobungozi futhi kumele ibiyelwe le ndawo kuze kube iyalungiswa ngoba izimoto zihamba kuyo njalo okungenzeka igcine iwe nazo.,This is a dangerous situation and should be fenced off until it is repaired because cars are constantly on the move and could end up falling.,Newspaper
"Amaphrojekthi afana nePoint Waterfront Development, Warwick Precinct neCornubia angamanye amaphrojekthi enziwa yiDolobha nomkhakha ozimele.","Projects such as Point Waterfront Development, Warwick Precinct and Cornubia are other projects undertaken by the City and the private sector.",Newspaper
Ngokubona kwami sengathi uMeya ukulungele ukutshengisa indlela entsha ezobhekana nokuqeda inkohlakalo.,In my opinion the Mayor is ready to show a new approach of eradicating corruption.,Newspaper
UMengameli uvule ngokusemthethweni iDube Trade Port ngoLwesine olwedlule.,The President officially opened the Dube Trade Port last Thursday.,Newspaper
"Khonamanjalo, iDurban Green Corridor kaMasipala ngokubambisana ne DuziuMngeni Conservation Trust (DUCT), i-Earth Organisation nezikole ibe babe nemicimbi yokucoca i Blue Lagoon.","Meanwhile, the Durban Green Corridor Municipality in partnership with DuziuMgeni Conservation Trust (DUCT), Earth Organization and schools hosted Blue Lagoon clean-up events.",Newspaper
Lezindlela zokuphila ziphinde zikukhombise ukuthi uyonga kanjani imali uma uphila ngendlela evikela imvelo.,These lifestyles also show you how to save money if you live in a way that protects the environment.,Newspaper
Umhlali okhathazekile UMasipala uyazi ngemibiko yephunga elibi evela kubahlali baseSea Cow Lake naseVerulam ngenxa yezitamkoko ezikulezi zindawo.,Concerned resident: The Municipality is aware of reports of bad smells from residents of Sea Cow Lake and Verulam due to sewage in these areas.,Newspaper
Inhloso bekungukuhlomisa imiphilandawonye ngamasu awusizo nolwazi lokufaka izicelo zamathenda ngoba kubonakele ukuthi baningi abenza amaphutha anciphisa amathuba okuthi bawathole amathenda.,The aim was to equip co-operatives with useful techniques and information on how to apply for tenders as it has become clear that many who make mistakes reduce their chances of winning tenders.,Newspaper
Lolu suku luqalwe ukugujwa eCornubia lapho imindeni engu-20 esuswe emijondolo yasePolokwane inikezwe izikhiye zezindlu zayo ezintsha.,The day began with a celebration in Cornubia where 20 families evacuated from Polokwane slums were given the keys to their new homes.,Newspaper
Kumele ushayele lenombolo uma udinga izicima mlilo ithi-031 361 0000/24/7/365.,You should call this number if you need firefighters and it is 031 361 0000/24/7/365.,Newspaper
UMasipala uphinde wexwayisa ngokuthi uma kungamabhizinisi noma izimboni inhlawulo ingafi nyelela ku R10 000.,"The Municipality has also warned that in the case of businesses or industries, the fine may not exceed R10 000.",Newspaper
Kulokhu kuzinuka amakhwapha sithole ukuthi kuningi okungahambi kahle yize sinamathimba abasebenzi ababekelwe lomsebenzi kodwa isimo senhlanzeko edolobheni lethu asigculisi.,In our introspection we have found that there is a lot that is wrong even though we have teams of staff assigned to this task but the cleanliness in our city is not satisfactory.,Newspaper
"Akhokhela nabaphathi bohulumeni abangoziphathe ukuze asehlukanise singabi yimbumba.""","They also pay corrupt government officials to divide us. """,Novel
Ngalolu hlelo kulindeleke ukuba izinga lempilo yabahlali nezivakashi ibe ngcono kakhulu.,Through this program it is expected that the quality of life of the residents and visitors will be greatly improved.,Newspaper
Lesi silinganiso sivumela abasebenzi ukuba bahlole ukuthi ngabe izinqumo ezithathiwe zizowuletha yini lo mphumela odingekayo.,This measure allows employees to assess whether the decisions taken will bring about the desired result.,Newspaper
"Akugcini lapho, kodwa aphinde aqinisekise ukuthi nezinhlelo zentuthuko ngokomqulu wentuthuko odidiyelwe (IDP) ziyenzeka.","Not only that, but he also ensures that development plans in terms of the Integrated Development Plan (IDP) are implemented.",Newspaper
"Umbiko omayelana nesimo samadolobha eNingizimu Afrika owaziwa ngeState of South African Cities Report wethulwe ngabakwaSACN eThekwini, mhlaka 12 Julayi.",The State of South African Cities Report was presented by SACN in Durban on July 12.,Newspaper
Lokhu kwenziwa ngokuthi uMasipala wathatha isifundo ayesinekwe ngabantu basemphakathini ngenxa yokuxoxisana wathatha lesi sifundo wazishintsha ngokuthi ulethe izinsiza ebantwini.,This was done by the fact that the Municipality took the lesson that was given to him by the community because of the consultation he took this lesson and changed it by bringing services to the people.,Newspaper
"Leli thimba lakhiwe ngabasebenzi beminyango kaMasipala eyahlukene, amaphoyisa kazwelonke (SAPS), abakwaTelkom kanye noTransnet.","The team is made up of staff from various municipal departments, the national police (SAPS), Telkom and Transnet.",Newspaper
Izibalo zabazoqeqeshwa 9.,Trainee numbers 9.,Newspaper
"Izakhamizi zasePhoenix, Inanda, Ntuzuma naKwaMashu yizo ezizosebenzisa lesi sibhedlela esikuBhejane Road ngaseBridge City.","Residents of Phoenix, Inanda, Ntuzuma and KwaMashu will be using the hospital on Bhejane Road near Bridge City.",Newspaper
"Ukusebenzisa i-solar okungugesi welanga kube yikhona okusetshenziswe kakhulu, kodwa zikhona ezinye izindlela ezingcono ezilungele wonke umuntu okumele abantu bafundiswe ngazo.","Using solar power has been the most widely used, but there are some better ways for everyone to be educated.",Newspaper
Ku-Ward 6 eMpumalanga Township ukhetho luhambe kahle ngesikhathi kuqokwa abantu abangu 20 kwase kukhethwa amalunga ekomiti angu 10.,In Ward 6 in Mpumalanga Township the election went well with 20 candidates and 10 committee members being elected.,Newspaper
Umhlali okhathazekile Le ndawo okhuluma ngayo iseyindawo eseyintsha engakabi nalo uhlelo lokuphakelwa amanzi nogesi kanti eminye yemigwaqo yakhona iselibhuqu.,Concerned resident: The area you are talking about is still a new area with no water and electricity supply and some of its roads are still dusty.,Newspaper
ISAZISO SOMPHAKATHI 1.,PUBLIC NOTICE 1.,Newspaper
Lo mcimbi ubusingathelwe eWentworth Blue Roof Aids Centre kanti kuhlomule izinhlangano eziyisishiyagalolunye.,The event was hosted at the Wentworth Blue Roof Aids Center and benefited nine organizations.,Newspaper
Olunye ulwazi lutholakala kuZandile Sithole oyiManager: Supplier and Empowerment Management Branch noma kuMnu.,Further information is available from Zandile Sithole who is the Manager: Supplier and Empowerment Management Branch or Mr.,Newspaper
Hlanganyela nabanye ababambe iqhaza ukuze ugqugquzeleke ukuphucula impilo yakho.,Engage with other stakeholders to motivate you to improve your health.,Newspaper
Umbiko uzokwethulwa emhlanganweni weKomidi olandelayo.,The report will be presented at the next Committee meeting.,Newspaper
Sonke asisebenzele idolobha lethu bese sisebenza ngokubambisana ekubuyiseni ukuzethemba.,Let us all work for our city and work together to restore confidence.,Newspaper
Kulinganiselwa ukuthi abafaka amathenda kufanele babe ne- CIDB esesigabeni 6GB noma ngaphezulu.,It is estimated that tenderers should have a CIDB contractor grading designation of 6GB or higher.,Newspaper
Yonke imibuzo: Ucingo: 031-311 7382 (M.,All inquiries: Tel: 031-311 7382 (M.,Newspaper
Kuklonyeliswa abaculi baseNingizimu Afrika abaqhamuka emikhakheni yomculo eyehlukene.,Awards are presented to South African artists from various fields of music.,Newspaper
Ezinye izikhungo ebezivakashele kule ndawo kubalwa kuzo iCentral Applications Offi ce okuyiHhovisi lokufaka izicelo zokufunda.,Other centers that have visited the area include Central Applications Office which is the Office of Student Applications.,Newspaper
